,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.04678020477294922,0.017719680977540137,0.004547977447509765,0.0017355586530914773,0.01,{'model__alpha': 0.01},-280.70089027699714,-276.26441302610573,-773.0546767967666,-163.72538568021864,-289.3673646204196,-356.62254608010153,213.24625238655108,2,-24.218513336176983,-55.236076298481926,-92.61196512759359,-141.39196746634377,-140.23930405577406,-90.73956525687406,46.27082006811601
1,0.024129199981689452,0.010178730674134271,0.00467839241027832,0.0022654831901788375,0.1,{'model__alpha': 0.1},-271.13998916843144,-295.8072104375741,-721.319991483929,-157.70706320052116,-285.784848595836,-346.3518205772583,193.94221251283233,1,-34.88955280690625,-77.20104462160919,-120.31462369466776,-164.885226565835,-161.74037514660247,-111.80616456712414,49.993770765365014
2,0.021646785736083984,0.00704737630688623,0.003890800476074219,0.0006811143436607986,1.0,{'model__alpha': 1.0},-219.11403133783477,-335.1850830443688,-832.823079367971,-350.4494519927856,-358.3987286346805,-419.19407487552814,212.88512638875332,3,-47.12092194253526,-98.26002777426862,-149.8682638004585,-205.99797484068787,-194.82208508731213,-139.21385468905245,59.70633907180682
3,0.018784189224243165,0.007257198387555484,0.0031403064727783202,0.000946320824710863,10.0,{'model__alpha': 10.0},-1089.4261234487547,-709.0917417728192,-945.4766199452922,-1509.521817074413,-1211.5254392584407,-1093.008348299944,267.0955538728804,4,-182.57847046544904,-245.91967697956073,-355.78312530424824,-482.17344148037245,-478.27066987614234,-348.9450768211546,120.67621621403741
4,0.012426519393920898,0.005119258410556548,0.0026155948638916016,0.0009247210274522834,100.0,{'model__alpha': 100.0},-1089.4261234487547,-1380.3844909471084,-1835.3587701108488,-3956.142921974114,-5285.571944144138,-2709.376850124993,1633.7426634672966,5,-182.57847046544904,-428.76526166975293,-652.0398915526166,-879.4323272503552,-1352.416212381414,-699.0464326639176,400.35779555105535
